College,Department,Category,Cutoff
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,EC Electronics,2AG,136761
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,EC Electronics,2AR,161744
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,EC Electronics,2BG,157145
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,EC Electronics,3AG,119513
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,EC Electronics,3BG,113622
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,EC Electronics,3BK,146264
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,EC Electronics,GM,112279
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,EC Electronics,GMR,129053
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,EC Electronics,SCG,252680
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,ME Mechanical,GM,269391
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,RI Robotics and AI,1G,155560
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,RI Robotics and AI,2AG,154136
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,RI Robotics and AI,2AR,192263
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,RI Robotics and AI,2BG,158942
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,RI Robotics and AI,2BR,206686
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,RI Robotics and AI,3AG,146048
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,RI Robotics and AI,3BG,137064
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,RI Robotics and AI,GM,136146
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,RI Robotics and AI,GMR,146873
E204 Bangalore Technological Institute Sarjapura Rd Bangalore,RI Robotics and AI,SCG,232003
E205 ATME College of Engineering Varun hobli Mysore,CA CS (AI Machine Learning),1G,72099
E205 ATME College of Engineering Varun hobli Mysore,CA CS (AI Machine Learning),2AG,68846
E205 ATME College of Engineering Varun hobli Mysore,CA CS (AI Machine Learning),2BG,65993
E205 ATME College of Engineering Varun hobli Mysore,CA CS (AI Machine Learning),2BR,90197
E205 ATME College of Engineering Varun hobli Mysore,CA CS (AI Machine Learning),3AG,65063
E205 ATME College of Engineering Varun hobli Mysore,CA CS (AI Machine Learning),3BG,64949
E205 ATME College of Engineering Varun hobli Mysore,CA CS (AI Machine Learning),GM,63859
E205 ATME College of Engineering Varun hobli Mysore,CA CS (AI Machine Learning),GMK,86762
E205 ATME College of Engineering Varun hobli Mysore,CA CS (AI Machine Learning),GMR,72153
E205 ATME College of Engineering Varun hobli Mysore,CA CS (AI Machine Learning),SCG,120520
E205 ATME College of Engineering Varun hobli Mysore,CA CS (AI Machine Learning),SCK,182764
E205 ATME College of Engineering Varun hobli Mysore,CA CS (AI Machine Learning),STG,74250
E205 ATME College of Engineering Varun hobli Mysore,CA CS (AI Machine Learning),STR,138585
E205 ATME College of Engineering Varun hobli Mysore,CD Computer Sc. and Design,1G,169054
E205 ATME College of Engineering Varun hobli Mysore,CD Computer Sc. and Design,1K,190098
E205 ATME College of Engineering Varun hobli Mysore,CD Computer Sc. and Design,2AG,106388
E205 ATME College of Engineering Varun hobli Mysore,CD Computer Sc. and Design,2AR,124029
E205 ATME College of Engineering Varun hobli Mysore,CD Computer Sc. and Design,2BG,103647
E205 ATME College of Engineering Varun hobli Mysore,CD Computer Sc. and Design,3AG,94259
E205 ATME College of Engineering Varun hobli Mysore,CD Computer Sc. and Design,3BG,102182
E205 ATME College of Engineering Varun hobli Mysore,CD Computer Sc. and Design,GM,91312
E205 ATME College of Engineering Varun hobli Mysore,CD Computer Sc. and Design,GMR,105317
E205 ATME College of Engineering Varun hobli Mysore,CD Computer Sc. and Design,SCG,172903
E205 ATME College of Engineering Varun hobli Mysore,CD Computer Sc. and Design,SCR,219550
E205 ATME College of Engineering Varun hobli Mysore,CD Computer Sc. and Design,STG,141873
E205 ATME College of Engineering Varun hobli Mysore,CE Civil,1G,269480
E205 ATME College of Engineering Varun hobli Mysore,CE Civil,2AG,252770
E205 ATME College of Engineering Varun hobli Mysore,CE Civil,2BG,267401
E205 ATME College of Engineering Varun hobli Mysore,CE Civil,GM,249915
E205 ATME College of Engineering Varun hobli Mysore,CE Civil,GMR,267985
E205 ATME College of Engineering Varun hobli Mysore,CE Civil,SCG,264129
E205 ATME College of Engineering Varun hobli Mysore,CE Civil,STG,270326
E205 ATME College of Engineering Varun hobli Mysore,CS Computers,1G,63582
E205 ATME College of Engineering Varun hobli Mysore,CS Computers,2AG,68696
E205 ATME College of Engineering Varun hobli Mysore,CS Computers,2AK,77741
E205 ATME College of Engineering Varun hobli Mysore,CS Computers,2AR,89926
E205 ATME College of Engineering Varun hobli Mysore,CS Computers,2BG,70078
E205 ATME College of Engineering Varun hobli Mysore,CS Computers,3AG,62480
E205 ATME College of Engineering Varun hobli Mysore,CS Computers,3BG,65768
E205 ATME College of Engineering Varun hobli Mysore,CS Computers,3BR,69100
E205 ATME College of Engineering Varun hobli Mysore,CS Computers,GM,60602
E205 ATME College of Engineering Varun hobli Mysore,CS Computers,GMK,68917
E205 ATME College of Engineering Varun hobli Mysore,CS Computers,GMR,67114
E205 ATME College of Engineering Varun hobli Mysore,CS Computers,SCG,116476
E205 ATME College of Engineering Varun hobli Mysore,CS Computers,SCK,138961
E205 ATME College of Engineering Varun hobli Mysore,CS Computers,SCR,157406
E205 ATME College of Engineering Varun hobli Mysore,CS Computers,STG,113524
E205 ATME College of Engineering Varun hobli Mysore,CS Computers,STR,126212
E205 ATME College of Engineering Varun hobli Mysore,CY CS- Cyber Security,1G,109396
E205 ATME College of Engineering Varun hobli Mysore,CY CS- Cyber Security,2AG,102098
E205 ATME College of Engineering Varun hobli Mysore,CY CS- Cyber Security,2AR,106564
E205 ATME College of Engineering Varun hobli Mysore,CY CS- Cyber Security,2BG,85886
E205 ATME College of Engineering Varun hobli Mysore,CY CS- Cyber Security,3AG,86042
E205 ATME College of Engineering Varun hobli Mysore,CY CS- Cyber Security,3BG,78938
E205 ATME College of Engineering Varun hobli Mysore,CY CS- Cyber Security,3BK,146590
E205 ATME College of Engineering Varun hobli Mysore,CY CS- Cyber Security,GM,74797
E205 ATME College of Engineering Varun hobli Mysore,CY CS- Cyber Security,GMR,98659
E205 ATME College of Engineering Varun hobli Mysore,CY CS- Cyber Security,SCG,168144
E205 ATME College of Engineering Varun hobli Mysore,CY CS- Cyber Security,SCR,258878
E205 ATME College of Engineering Varun hobli Mysore,CY CS- Cyber Security,STG,116225
E205 ATME College of Engineering Varun hobli Mysore,DS Comp. Sc. Engg- Data Sc.,1G,85144
E205 ATME College of Engineering Varun hobli Mysore,DS Comp. Sc. Engg- Data Sc.,1R,110403
E205 ATME College of Engineering Varun hobli Mysore,DS Comp. Sc. Engg- Data Sc.,2AG,81584
E205 ATME College of Engineering Varun hobli Mysore,DS Comp. Sc. Engg- Data Sc.,2BG,88497
E205 ATME College of Engineering Varun hobli Mysore,DS Comp. Sc. Engg- Data Sc.,3AG,80555
E205 ATME College of Engineering Varun hobli Mysore,DS Comp. Sc. Engg- Data Sc.,3AK,140958
E205 ATME College of Engineering Varun hobli Mysore,DS Comp. Sc. Engg- Data Sc.,3BG,78514
E205 ATME College of Engineering Varun hobli Mysore,DS Comp. Sc. Engg- Data Sc.,GM,75923
E205 ATME College of Engineering Varun hobli Mysore,DS Comp. Sc. Engg- Data Sc.,GMK,81784
E205 ATME College of Engineering Varun hobli Mysore,DS Comp. Sc. Engg- Data Sc.,GMR,83829
E205 ATME College of Engineering Varun hobli Mysore,DS Comp. Sc. Engg- Data Sc.,SCG,151871
E205 ATME College of Engineering Varun hobli Mysore,DS Comp. Sc. Engg- Data Sc.,SCR,161029
E205 ATME College of Engineering Varun hobli Mysore,DS Comp. Sc. Engg- Data Sc.,STG,133134
E205 ATME College of Engineering Varun hobli Mysore,EC Electronics,1G,93039
E205 ATME College of Engineering Varun hobli Mysore,EC Electronics,2AG,99289
E205 ATME College of Engineering Varun hobli Mysore,EC Electronics,2AR,119857
E205 ATME College of Engineering Varun hobli Mysore,EC Electronics,2BG,89052
E205 ATME College of Engineering Varun hobli Mysore,EC Electronics,3AG,81536
E205 ATME College of Engineering Varun hobli Mysore,EC Electronics,3BG,85207
E205 ATME College of Engineering Varun hobli Mysore,EC Electronics,3BR,98669
E205 ATME College of Engineering Varun hobli Mysore,EC Electronics,GM,80590
E205 ATME College of Engineering Varun hobli Mysore,EC Electronics,GMK,98314
E205 ATME College of Engineering Varun hobli Mysore,EC Electronics,GMR,94092
E205 ATME College of Engineering Varun hobli Mysore,EC Electronics,SCG,158399
E205 ATME College of Engineering Varun hobli Mysore,EC Electronics,SCR,183246
E205 ATME College of Engineering Varun hobli Mysore,EC Electronics,STG,156603
E205 ATME College of Engineering Varun hobli Mysore,EC Electronics,STK,181747
E205 ATME College of Engineering Varun hobli Mysore,EC Electronics,STR,208001
E205 ATME College of Engineering Varun hobli Mysore,EE Electrical,1G,121488
E205 ATME College of Engineering Varun hobli Mysore,EE Electrical,1R,221307
E205 ATME College of Engineering Varun hobli Mysore,EE Electrical,2AG,145096
E205 ATME College of Engineering Varun hobli Mysore,EE Electrical,2AK,228609
E205 ATME College of Engineering Varun hobli Mysore,EE Electrical,2BG,126921
E205 ATME College of Engineering Varun hobli Mysore,EE Electrical,3AG,120266
E205 ATME College of Engineering Varun hobli Mysore,EE Electrical,3BG,121793
E205 ATME College of Engineering Varun hobli Mysore,EE Electrical,GM,108491
E205 ATME College of Engineering Varun hobli Mysore,EE Electrical,GMK,114385
E205 ATME College of Engineering Varun hobli Mysore,EE Electrical,GMR,140286
E205 ATME College of Engineering Varun hobli Mysore,EE Electrical,SCG,181269
E205 ATME College of Engineering Varun hobli Mysore,EE Electrical,STG,157774
E205 ATME College of Engineering Varun hobli Mysore,ME Mechanical,1G,239628
E205 ATME College of Engineering Varun hobli Mysore,ME Mechanical,2AG,248277
E205 ATME College of Engineering Varun hobli Mysore,ME Mechanical,3AG,180067
E205 ATME College of Engineering Varun hobli Mysore,ME Mechanical,GM,176343
E205 ATME College of Engineering Varun hobli Mysore,ME Mechanical,GMR,246815
E205 ATME College of Engineering Varun hobli Mysore,ME Mechanical,SCG,253022
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,AD Artificial Intel Data Sc,1G,76966
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,AD Artificial Intel Data Sc,2AG,103967
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,AD Artificial Intel Data Sc,2AR,121761
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,AD Artificial Intel Data Sc,2BG,105385
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,AD Artificial Intel Data Sc,3AG,156986
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,AD Artificial Intel Data Sc,3AK,230449
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,AD Artificial Intel Data Sc,3BG,125242
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,AD Artificial Intel Data Sc,GM,61311
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,AD Artificial Intel Data Sc,GMR,67777
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,AD Artificial Intel Data Sc,SCG,261102
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,AD Artificial Intel Data Sc,STG,143428
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,AI Artificial Intelligence,1G,94113
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,AI Artificial Intelligence,1R,179071
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,AI Artificial Intelligence,2AG,109383
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,AI Artificial Intelligence,2BG,106442
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,AI Artificial Intelligence,3AG,141951
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,AI Artificial Intelligence,3BG,114317
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,AI Artificial Intelligence,GM,78124
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,AI Artificial Intelligence,GMK,107217
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,AI Artificial Intelligence,GMR,89835
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,AI Artificial Intelligence,SCG,257522
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,CS Computers,1G,82189
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,CS Computers,2AG,84059
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,CS Computers,2AK,90098
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,CS Computers,2AR,88923
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,CS Computers,2BG,99085
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,CS Computers,3AG,53127
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,CS Computers,3BG,106429
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,CS Computers,3BR,108941
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,CS Computers,GM,58599
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,CS Computers,GM,67951
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,CS Computers,GMR,66958
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,CS Computers,SCG,258811
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,CS Computers,STG,147864
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,EC Electronics,1G,174808
E206 Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist,EC Electronics,2AG,144547
